datum,javni,zasebni
2020-11-20,95.74491289198606,106.48785714285714
2020-12-01,95.75090592334494,107.85642857142858
2020-12-10,95.66944444444444,108.52238095238094
2020-12-20,95.7065625,108.83928571428571
2021-01-01,95.69121527777777,108.72190476190475
2021-01-10,95.74416666666667,108.86357142857143
2021-01-20,95.92416666666666,107.17813953488371
2021-02-01,95.37713793103448,107.91883720930232
2021-02-10,96.06116838487972,108.59511627906977
2021-02-20,96.01804123711341,108.9260465116279
2021-03-01,95.60034129692833,108.94279069767441
2021-03-10,96.24742372881356,109.09488372093023
2021-03-20,96.16298305084746,110.17906976744186
2021-04-01,96.27761904761904,110.82604651162792
2021-04-10,96.32945578231293,111.0267441860465
2021-04-20,96.40962457337884,110.53348837209303
2021-05-01,96.06952218430034,110.69348837209301
2021-05-10,96.36459183673469,110.98418604651162
2021-05-20,96.35585034013604,111.06162790697674
2021-06-01,96.19813559322034,111.83744186046512
2021-06-10,96.27257627118644,111.82348837209302
2021-06-20,96.41145762711865,111.73441860465117
2021-07-01,96.48257627118645,111.68744186046513
2021-07-10,96.64982993197279,111.77046511627907
2021-07-20,96.43469387755101,111.98395348837208
2021-08-01,96.4575850340136,111.84232558139536
2021-08-10,97.04983050847459,111.73953488372094
2021-08-20,97.0448813559322,111.94441860465116
2021-09-01,97.34091525423729,112.61348837209303
2021-09-10,97.48769491525424,112.78767441860465
2021-09-20,97.60847457627119,112.89581395348839
2021-10-01,97.43166666666667,112.90674418604651
2021-10-10,97.48812925170067,112.96767441860464
2021-10-20,97.58319727891156,113.02697674418604
2021-11-01,97.7258163265306,113.32790697674419
2021-11-10,97.77734693877551,113.46883720930232
2021-11-20,97.87901360544218,113.64372093023256
2021-12-01,97.92748299319727,114.73380952380951
2021-12-10,97.94684745762711,115.2302380952381
2021-12-20,98.11979661016949,115.25642857142859
2022-01-01,98.14220338983051,115.1254761904762
2022-01-10,97.90408163265306,114.81166666666667
2022-01-20,97.96663265306123,114.88880952380953
2022-01-31,98.24826530612245,113.9654761904762
2022-02-10,98.26142857142857,114.03404761904763
2022-02-20,98.35860544217687,114.03023809523809
2022-02-28,98.47268707482993,113.94309523809522
2022-03-10,99.07289115646259,111.31023809523809
2022-03-20,98.92585034013605,111.42095238095239
2022-03-31,98.81657534246575,111.65785714285714
2022-04-10,98.76962328767124,112.65523809523809
2022-04-20,98.85671232876712,112.61619047619048
2022-04-30,98.87270547945207,112.81904761904761
2022-05-10,98.92739726027396,112.79571428571428
2022-05-20,98.36668941979522,113.17714285714287
2022-05-31,98.40546075085324,113.16738095238095
2022-06-10,98.51283276450512,116.28
2022-06-20,98.26013605442176,115.99261904761904
2022-06-30,98.30411564625851,115.85357142857144
2022-07-10,96.28596610169491,118.7045238095238
2022-07-20,96.37671186440679,118.7257142857143
2022-07-31,96.87518644067796,119.72333333333333
2022-08-10,96.7284693877551,119.75428571428571
2022-08-20,96.71836734693878,119.64166666666667
2022-08-31,96.73904761904761,119.35595238095237
2022-09-10,95.50280405405405,119.70333333333333
2022-09-20,95.1523489932886,119.69142857142857
2022-09-30,95.18996644295302,119.39095238095238
2022-10-10,95.19654362416107,119.81738095238094
2022-10-20,95.49030201342282,120.06976190476192
2022-10-31,95.59328859060402,119.93857142857144
2022-11-10,95.63110738255034,119.71595238095237
2022-11-20,95.71768456375838,119.41666666666667
2022-11-30,95.79513422818792,119.19738095238095
2022-12-10,95.97829431438126,119.55738095238095
2022-12-20,95.95117056856188,118.98619047619047
2022-12-31,96.02936454849498,118.81619047619047
2023-01-10,95.58248344370861,120.40650000000001
2023-01-20,96.58199335548173,120.69200000000001
2023-01-31,96.43003322259136,120.27925
2023-02-10,96.5079069767442,119.869
2023-02-20,96.41089700996677,119.71525
2023-02-28,96.38466887417218,119.41175000000001
2023-03-10,96.20684210526316,116.76609756097561
2023-03-20,96.91415841584158,116.17926829268293
2023-03-23,96.9886798679868,116.12414634146342
2023-03-24,97.05679867986798,116.0590243902439
2023-03-25,97.05851485148514,116.03121951219512
2023-03-27,97.05514851485148,116.05560975609755
2023-03-28,97.12818481848186,115.95560975609757
2023-03-29,97.13815181518152,115.91853658536586
2023-03-30,97.19326732673268,115.86073170731707
2023-03-31,97.17937293729372,115.8170731707317
2023-04-01,97.34650165016502,115.66024390243902
2023-04-03,97.35250825082508,115.63682926829267
2023-04-04,97.27937293729373,117.25585365853658
2023-04-05,97.25531353135314,117.2219512195122
2023-04-06,97.25244224422443,117.13463414634147
2023-04-07,97.216600660066,116.99536585365854
2023-04-08,97.20016501650166,116.9160975609756
2023-04-10,97.20488448844885,116.91048780487804
2023-04-11,97.20346534653466,116.94414634146341
2023-04-12,97.15897689768977,116.91609756097562
2023-04-13,97.14521452145215,116.82292682926828
2023-04-14,97.16287128712871,116.60048780487804
2023-04-15,96.8426402640264,116.59975609756098
2023-04-17,96.84620462046205,116.60634146341462
2023-04-18,96.87260726072607,116.50536585365855
2023-04-19,96.83953795379539,116.38073170731707
2023-04-20,96.84551155115511,116.25975609756097
2023-04-21,96.83986798679868,116.18463414634145
2023-04-22,96.83663366336634,116.08341463414634
2023-04-24,96.83092409240925,116.11560975609756
2023-04-25,96.86660066006601,116.03121951219512
2023-04-26,96.87320132013203,115.99073170731707
2023-04-27,96.87805280528053,115.90926829268292
2023-04-28,96.87191419141914,115.93243902439025
2023-04-29,96.8545214521452,115.91341463414633
2023-05-01,96.7257095709571,116.07560975609756
2023-05-02,96.72379537953796,116.10121951219512
2023-05-03,96.71607260726073,116.11219512195123
2023-05-04,96.74138613861386,116.01243902439025
